,1,2,3,4,5,6,7,8,9,10,11,12
28,1.8,2.4,1.6,1.6,4.1,3.8,1.3,1.6,1.9,2.7,1,0.9
29,2.2,-999,1.3,2.1,3.6,4.5,0.9,1.3,1.7,3.3,1,0.7
30,0.9,-999,1.6,1.4,3.2,5.2,1.1,1.3,1.9,3.2,1.4,1
31,0.7,-999,1.5,-999,2.7,-999,0.9,1.5,-999,1.3,-999,1
2016,1,2,3,4,5,6,7,8,9,10,11,12
1,1.5,1.6,3.5,0.7,1.9,3.4,1.7,2.1,2.1,2.2,0.4,3.2
2,1.2,1.7,2.8,0.3,2,5.2,1,2.9,1.9,2,1.1,2.9
3,1,1.9,1.6,1.4,2.1,5.7,1.8,1.5,2.5,2.5,2.8,2.4
4,1.8,0.6,1.3,1.3,2.4,3.2,3.3,0.9,1.8,2.4,1.8,2.8
5,1.3,1,0.5,1.4,2.5,3.9,1.1,1.3,2.5,0.9,2.2,2.6
6,1.8,2.5,0.8,0.7,3,2.9,0.7,1.8,0.8,2.5,2.4,3.5
7,1.5,1.8,1.1,1.5,2.9,2.7,1.4,2.2,1,2.9,0.6,2.9
8,1.6,2.1,0.7,1.3,2.2,2.1,2.1,2,0.8,2.3,0.9,3.1
9,1.4,2.9,1,2.2,2,2.7,2.4,3.2,1.3,2.4,0.7,2.2
10,1.5,1.8,2.2,1.5,2.4,2.8,3.4,1.6,1,1.9,0.4,2.1
11,1.6,1.2,3.8,2,3,4.6,3.5,1.3,1.2,2.1,1.4,2
12,1.4,1.8,2.6,2.9,1.8,6.6,1.2,1.4,1.4,2.8,1.4,2.5
13,0.7,2.1,1,1.5,2.1,6.4,1.8,0.8,1.7,2.1,1.2,2
14,0.6,2.4,2,1.6,3.6,7.5,1.1,1,2,1.3,1.5,1.5
15,0.6,2.8,2.2,1.5,2.6,7.7,1.3,2,1.7,1.1,2.2,1.1
16,0.5,2.7,1.1,1.3,5.2,2.4,2.2,1.3,2.1,2.1,2,1.5
